"Zipcode","ResponseId","Usage","Q5","Q11._1","Q11._2","Q11._3","Q11._4","Q11._5","Q11._6","Q11._7","Q11._8","Q11._9","Q13._1","Q13._2","Q13._3","Q13._4","Q13._5","Q13._6","Q13._7","Q13._8","Q13._9","Q24","Q25","Income","White","Asian","Pacific_Islander","Latino","Black","Native","Male","Female","NB","Area","Distance","EJ_Bin"
"93033","R_6nT75c8022oubU6",5,"Surfing","3","2","3","3","4","4","3","3","5","4","4","4","3","2","2","2","4","4","White","Female",2,1,0,0,0,0,0,0,1,0,"South",2,5
"93033","R_7jebEjjfNl2vPZb",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2",NA,"1","4","4","4","4","4","4","4","5","5","4","4","3","5","5","5","Hispanic or Latino","Female",NA,0,0,0,1,0,0,0,1,0,"South",2,5
"93033","R_3Etp07kRBZ3tmlA",4,"Fishing or collecting food","5","3","4","5","5","5","4","4","5","5","5","5","4","5","5","5","4","5","Hispanic or Latino","Male",2,0,0,0,1,0,0,1,0,0,"South",2,5
"93033","R_1jlXwQw58pvykK8",3,"Group or family gatherings or activities (e.g., family outing, bbq)","5","1","5","5","5","5","5","5","5","5","5","4","4","4","2","5","4","5","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",2,5
"93033","R_1r17EHjJg23K2v7",4,"Group or family gatherings or activities (e.g., family outing, bbq)","4",NA,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",2,5
"93035","R_1It8BWoXrIKL0C5",4,"Walking or running","3","2","4","4","4","4","5","4","5","5","5","5","4","3","4","3","5","4","White","Female",3,1,0,0,0,0,0,0,1,0,"South",2,3
"93035","R_1fuGJSw3Uoxrrdv",5,"Sailing/Boating (engine powered)","3","3","4","4","4","5","5","4","5","5","4","5","3","5","5","4","4","2","White","Male",3,1,0,0,0,0,0,1,0,0,"South",2,3
"93035","R_6g6os2maf2sIleb",5,"Fishing or collecting food","5","3","4","5","3","5","5","4","5","5","5","5","5","5","4","3","4","2","White","Male",4,1,0,0,0,0,0,1,0,0,"South",2,3
"93035","R_3uqQcH0WIiXTLDw",5,"Swimming or bodysurfing","4","2","4","4","4","4","5","2","5","5","5","5","4","5","4","4","5","4","Hispanic or Latino,White","Male",4,1,0,0,1,0,0,1,0,0,"South",2,3
"93035","R_6m4OGg2zl8zyWZ3",5,"Fishing or collecting food","5","5","4","5","4","3","5","3","5","5","5","5","4","5","5","4","5","5","Asian,White","Male",3,1,1,0,0,0,0,1,0,0,"South",2,3
"93035","R_3GG6ysvmhmXTZ4J",3,"Driving or sitting in your car to enjoy the views/sunsets","4","3","4","4","3","4","4","4","3","4","4","4","2","2","3","3","4","4","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",2,3
"93035","R_1pVXdkaQGLJfzxf",2,"Observing or photographing nature or wildlife, outdoor education","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","American Indian or Alaska Native,Hispanic or Latino","Female",1,0,0,0,1,0,1,0,1,0,"South",2,3
"93035","R_60hDQ2AyBhb3BzY",3,"Group or family gatherings or activities (e.g., family outing, bbq)","3","3","4","4","5",NA,"5","5","5","4","5","4","5","5","5","5","5","5","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",2,3
"93035","R_28IfgLga5WZRbW1",5,"Fishing or collecting food","5","5","5","5","4","5","5","5","5","5","5","5","3","5","5","5","5","4","Hispanic or Latino,White","Female",1,1,0,0,1,0,0,0,1,0,"South",2,3
"93035","R_1GCE5WYe8z62SZK",5,"Walking or running","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","White","Female",3,1,0,0,0,0,0,0,1,0,"South",2,3
"93035","R_gVHJLQLkZaan3bB",5,"Walking or running","5","2","4","4","4","5","5","5","5","4","4","5","4","4","4","4","4","2","White","Female",NA,1,0,0,0,0,0,0,1,0,"South",2,3
"93035","R_7iWutVHFra8k8vf",4,"Sailing/Boating (engine powered)","2","1","4","4","4","4","4","1","4","5","5","5","4","4","4","4","4","3","White","Male",NA,1,0,0,0,0,0,1,0,0,"South",2,3
"93035","R_7dKEGMECJ1LRKZf",4,"Group or family gatherings or activities (e.g., family outing, bbq)","2","2","4","4","3","5","5","3","5","4","4","5","4","4","4","4","4","4","White","Male",3,1,0,0,0,0,0,1,0,0,"South",2,3
"93035","R_5vAhMx87T0j0mnT",4,"Group or family gatherings or activities (e.g., family outing, bbq)","5","2","5","5","4","4","5","5","5","5","5","5","4","5","5","5","5","5","White","Female",3,1,0,0,0,0,0,0,1,0,"South",2,3
"93035","R_1IWRJe18Hk84JKi",4,"Fishing or collecting food","3","3","5","5","5","5","5","5","5","5","5","2","3","5","2","4","5","2","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",2,3
"93035","R_3aFbmOsDlLp4Lm5",3,"Meditation, reading, and/or relaxing","2","2","4","4","4","5","5","5","5","5","3","3","1","4","2","4","4","2","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",2,3
"93036","R_1NE9t1hiSm8McAw",4,"Group or family gatherings or activities (e.g., family outing, bbq)","3","5","3","3","3","4","4","3","5","5","5","5","5","5","3","5","5","5","White","Male",1,1,0,0,0,0,0,1,0,0,"South",3,4
"93036","R_1ZNDuLb7HoPXzcn",3,"Walking or running","5","1","3","4","5","5","5","3","5","5","5","5","1","3","3","2","5","5","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",3,4
"93036","R_7ePmJ7SpuvIndeJ",4,"Group or family gatherings or activities (e.g., family outing, bbq)","3","3","3","4","5","4","5","5","5","4","4","4","4","4","5","5","5","4","White","Male",3,1,0,0,0,0,0,1,0,0,"South",3,4
"93036","R_72Jta2EnKlZ8Nq2",4,"Meditation, reading, and/or relaxing","4","4","3","4","4","4","5","5","5","5","3","4","4","4","3","3","5","2","Black or African American","Female",2,0,0,0,0,1,0,0,1,0,"South",3,4
"93036","R_3aJDYdSXhOesWQz",3,"Bicycling, roller skating, skateboarding, etc","3","3","3","4","4","4","4","3","4","4","2","3","1","3","4","4","4","3",NA,NA,NA,0,0,0,0,0,0,0,0,0,"South",3,4
"93036","R_1pLbMvX9f4VBk9X",5,"Meditation, reading, and/or relaxing","4","3","4","4","5","5","5","5","5","5","5","5","1","5","2","2","2","1","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",3,4
"93041","R_1n91eFksQeDBS1X",5,"Festivals with music and/or food  (e.g., earth day)","4","2","5","5","5","5","5","5","5","5","4","5","2","5","2","3","5","4","White","Female",2,1,0,0,0,0,0,0,1,0,"South",1,5
"93041","R_3Sd0FrVYvSNO7oB",4,"Observing or photographing nature or wildlife, outdoor education","5","3","5","5","5","5","4","4","5","5","5","4","4","5","5","4","5","5","White","Male",2,1,0,0,0,0,0,1,0,0,"South",1,5
"93041","R_58URO8Zm0R46QFq",4,"Group or family gatherings or activities (e.g., family outing, bbq)","3","3","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","Hispanic or Latino","Male",2,0,0,0,1,0,0,1,0,0,"South",1,5
"93041","R_7Yzg93UKg9YkXC3",5,"Meditation, reading, and/or relaxing","3","3","5","4","5","5","5","5","5","5","5","5","1","5","2","4","4","1","Asian",NA,NA,0,1,0,0,0,0,0,0,0,"South",1,5
"93041","R_5o5oU3VifFqKMeH",5,"Walking or running","3","2","5","5","4","5","5","5","5","5","5","5","5","4","3","4","5","5","Asian","Female",2,0,1,0,0,0,0,0,1,0,"South",1,5
"93041","R_1TK4W4ViHIzlkqJ",5,"Fishing or collecting food","5","2","4","1","3","5","5","5","3","5","5","5","5","5","5","5","5","5","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",1,5
"93041","R_1cxLh8K8JHXw9sl",5,"Walking or running","5","1","5","3","3","3","3","2","3","4","4","4","4","3","3","4","4","3","White","Female",2,1,0,0,0,0,0,0,1,0,"South",1,5
"93041","R_6dLVGpazNmV30rp",4,"Walking or running","4","2","5","4","3","5","5","4","5","5","5","5","4","4","4","5","5","5","White","Female",3,1,0,0,0,0,0,0,1,0,"South",1,5
"93041","R_h6J1AYOTmXhjiMm",5,"Fishing or collecting food","5","3","2","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","Asian,Hispanic or Latino,Native Hawaiian or Pacific Islander","Male",3,0,1,1,1,0,0,1,0,0,"South",1,5
"93041","R_5ea85U3wYvTE3js",5,"Walking or running","1","1","4","4","2","4","5","4","5","4","5","5","2","4","4","4","4","4","White","Female",2,1,0,0,0,0,0,0,1,0,"South",1,5
"93041","R_1q9hgkkdcp1a5E1",4,"Group or family gatherings or activities (e.g., family outing, bbq)","4","4","4","4","4","4","3","3","3","4","4","4","4","2","2","3","4","3",NA,"Female",2,0,0,0,0,0,0,0,1,0,"South",1,5
"93042","R_1j7H15lvjelpb2R",5,"Fishing or collecting food","3","3","4","4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","American Indian or Alaska Native","Male",NA,0,0,0,0,0,1,1,0,0,"South",NA,4
"93060","R_7nvJTveoTs82NBD",3,"Fishing or collecting food","4","1","3","4","3","3","4","3","3","4","4","4","4","4","4","4","4","4","American Indian or Alaska Native,Hispanic or Latino","Female",1,0,0,0,1,0,1,0,1,0,"South",4,4
"93060","R_3fl7b4cSREEb9qt",5,"Walking or running","4","2","2","2","2","2","2","2","2","4","4","4","4","4","4","4","4",NA,"Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_7U5UM6N5Q0gA2OL",5,"Beach games or sports (e.g., frisbee, volleyball, yoga)","1","3","4","4","5","5","4","4","3","4","5","5","5","4","3","3","5","3","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_6XmklTwGirBZTW1",2,"Beach games or sports (e.g., frisbee, volleyball, yoga)","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",NA,"Male",1,0,0,0,0,0,0,1,0,0,"South",4,4
"93060","R_1DMXbfPVicBzzpv",2,"Bicycling, roller skating, skateboarding, etc","2","3",NA,"2","2","2","2","3","2","4","3","2","3","4","2","3","3","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_6UljIe88eGIeHCx",1,NA,"1","3","5","5","5","5","5","5","5","5","5","2","3","5","1","3","5","3","White","Female",1,1,0,0,0,0,0,0,1,0,"South",4,4
"93060","R_6dGwuPhcye9wZDm",3,"Observing or photographing nature or wildlife, outdoor education","3","2","5","4","5","4","5","5","5","3","4","4","3","2","4","2","5","4",NA,"Female",1,0,0,0,0,0,0,0,1,0,"South",4,4
"93060","R_6yRC82H5G92KwqR",3,"Group or family gatherings or activities (e.g., family outing, bbq)","5",NA,NA,"5",NA,NA,"5","5","5","4","4","5","3","3","3","3","4","4","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_3LMKHuw9SzshDcR",5,"Bicycling, roller skating, skateboarding, etc","4",NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","4","4","4","4","5","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_1GYEtOnwMhTZ40p",4,"Walking or running","4","3","3","3","3","3","4","4","4","4","4","4","3","3","3","4","4","3","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_1hASwb3YyYk9nTT",3,"Walking or running","1","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Hispanic or Latino","Female",NA,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_1grzS2URs86KIil",5,"Beach games or sports (e.g., frisbee, volleyball, yoga)","4","3","4","5","5","4","4","1","4","4","4","4","4","2","4","5","4","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_6fjAbSSSOnMoM2b",4,"Beach games or sports (e.g., frisbee, volleyball, yoga)","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","White","Female",2,1,0,0,0,0,0,0,1,0,"South",4,4
"93060","R_1s67I1jyNN2hD5W",2,"Group or family gatherings or activities (e.g., family outing, bbq)","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_7qEtBsQXegF7NEx",3,"Observing or photographing nature or wildlife, outdoor education","3","3","4","3","5","5","4","5","5","5","5","5","5","5","5","5","5","5","White","Female",1,1,0,0,0,0,0,0,1,0,"South",4,4
"93060","R_5PGqEgjJJqvCJ0H",5,"Walking or running","2","2","4","2","2","2","2","2","2","4","4","4","4","4","4","4","4","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_3eh267oyXm2ZkJz",5,"Beach games or sports (e.g., frisbee, volleyball, yoga)","3","3","4","4","4","4","4","4","4","5","5","4","4","4","4","2","5","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_7Qmm3RjFv0eJSN3",4,"Driving or sitting in your car to enjoy the views/sunsets","4","3","3","4","4","4","4","3","4","4","4","4","3","4","4","4","4","3","Hispanic or Latino","Male",3,0,0,0,1,0,0,1,0,0,"South",4,4
"93060","R_1pJmbkLHpyZtxsg",3,"Walking or running","4","3","4","4","4","4","4","3","4","4","4","4","2","2","3","3","4","4","Hispanic or Latino","Female",NA,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_1wNPJiLJZ8y6BGq",5,"Walking or running","5","4","4","5","4","5","5","5","4","5","4","5","4","4","3","4","5","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_3MmTWEKYMDaf20G",4,"Beach games or sports (e.g., frisbee, volleyball, yoga)","4",NA,"4",NA,NA,"5","5","5","5","5","3","3","3","4","3","4","4","4","White","Female",1,1,0,0,0,0,0,0,1,0,"South",4,4
"93060","R_6dhmVMvcOKomRok",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2","3","4","4","5","5","5","5","5","4","3","3","3","4","2","3","4","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_137IEZ3kd17cWyZ",1,NA,"4","3","3","3","5","3","4","4","5","4","5","5","3","2","3","3","4","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_gpzYQmLWjtb6h6d",5,"Swimming or bodysurfing","1","3","1","5","2","4","5","5","5","5","5","3","3","4","2","4","2","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_6E61h4m80mKmcoy",3,"Bicycling, roller skating, skateboarding, etc","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_3WU08NAX4Th90d3",4,"Group or family gatherings or activities (e.g., family outing, bbq)","1","2","5","5","5","5","5","5","5","5","5","5","4","4","2","2","2","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_1pMGwQZ32DZtbH9",4,"Driving or sitting in your car to enjoy the views/sunsets","4","4","4","4","4","5","4","4","4","4","5","4","4","4","4","4","4",NA,"Black or African American","Male",2,0,0,0,0,1,0,1,0,0,"South",4,4
"93060","R_6Kev8kaFHwALPjZ",2,"Walking or running","4","2","3","4","5","5","5","3","5","2","3","4",NA,NA,NA,NA,NA,NA,"Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",4,4
"93060","R_5HqTPOkBJS3II6a",5,"Beach games or sports (e.g., frisbee, volleyball, yoga)","1","1","5","5","5","5","5","5","5","5","5","4","4","2","2","1","4","5",NA,"Female",NA,0,0,0,0,0,0,0,1,0,"South",4,4
"93060","R_7OZS47FmN92GoPy",4,"Driving or sitting in your car to enjoy the views/sunsets","3","2","3","3","3","4","4","4","3","4","4","4","3","3","3","3","4","4","Hispanic or Latino",NA,NA,0,0,0,1,0,0,0,0,0,"South",4,4
"93060","R_6sdC0UZdlIAe9QF",3,"Group or family gatherings or activities (e.g., family outing, bbq)","4","3","4","4","4","4","5","4","4","5","4","3","3","4","3","4","4","4","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",4,4
"93060","R_3Fk6ym3C08qfiFP",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","Hispanic or Latino","Female",NA,0,0,0,1,0,0,0,1,0,"South",4,4
"93060","R_1MN9jTQnHo90Jb1",3,"Beach games or sports (e.g., frisbee, volleyball, yoga)","4","3","4","4","4","5","5","4","5","4","5","4","5","3","3","3","3","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",4,4
"93063","R_7Rrd9lO4C1Wq3dL",4,"Observing or photographing nature or wildlife, outdoor education","3","3","5","5","4","5","5","5","5","5","4","5","4","4","2","3","3","3","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"South",5,3
"93063","R_1RUKzmCaF6qz0em",3,"Group or family gatherings or activities (e.g., family outing, bbq)","4","2","3","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","Asian","Male",5,0,1,0,0,0,0,1,0,0,"South",5,3
"93063","R_6Evp3kkXqA3ckrT",4,"Fishing or collecting food","5","3","3","3","3","4","5","3","5","5","4","4","4","4","4","2","5","3","Native Hawaiian or Pacific Islander,White","Male",2,1,0,1,0,0,0,1,0,0,"South",5,3
"93065","R_5jWoaPBdDvIegaR",4,"Fishing or collecting food","3","2","4","4","4","5","5","5","5","5","2","4","3","5","5","4","5","2","White","Male",2,1,0,0,0,0,0,1,0,0,"South",5,3
"93069","R_5WsJ1fyqSFuy9hv",3,"Group or family gatherings or activities (e.g., family outing, bbq)","5","1","4","5","5","5","5","4","5","3","3","3","3","3","3","3","3","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,NA,NA,NA
"93101","R_6g7dIdp1N3ChXE9",4,"Observing or photographing nature or wildlife, outdoor education","3","1","4","4","4","5","5","4","5","5","4","4","3","4","3","4","4","4","White","Male",2,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_5r06wZFsgcnBY4s",5,"Fishing or collecting food","5","3","5","5","5","5","5","5","5","5","4","4","4","5","4","2","4","4","American Indian or Alaska Native,White","Male",2,1,0,0,0,0,1,1,0,0,"South",2,3
"93101","R_3is6yMCs6CkhgK5",3,"Group or family gatherings or activities (e.g., family outing, bbq)","4","1","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","Hispanic or Latino",NA,1,0,0,0,1,0,0,0,0,0,"South",2,3
"93101","R_6eltymjCzRIyYZJ",5,"Walking or running","1","4","5","5","2","5","5","1","5","5","5","5","5","5","5","4","5","5","White","Male",3,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_aSzSH9EpF123mxa",5,"Surfing","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","White","Male",1,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_5r1R2xXUfDkyaWl",5,"Fishing or collecting food","4","4","5","5","5","5","5","5","5","4","4","4","5","4","3","3","3","2",NA,NA,3,0,0,0,0,0,0,0,0,0,"South",2,3
"93101","R_7Seq6RW1wZTwwZp",5,"Fishing or collecting food","5","3","1","3","3","3","3","3","3","5","5","5","3","5","3","5","5","1","White","Male",5,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_m6IQ53tdbR5UXaC",4,"Walking or running","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","White","Female",1,1,0,0,0,0,0,0,1,0,"South",2,3
"93101","R_7v5KQWIRA2hTobd",5,"Fishing or collecting food","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",2,3
"93101","R_764EKyEYswAuobA",4,"Swimming or bodysurfing","4","2","5","5","5","5","5","4","5","5","4","4","2","5","5","4","3","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",2,3
"93101","R_7pVrnzpPVt4RDSC",4,"Meditation, reading, and/or relaxing","3","2","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","4","Asian","Female",3,0,1,0,0,0,0,0,1,0,"South",2,3
"93101","R_78mbu1gGYIYyFYR",5,"Walking or running","5","4","4","5","5","5","5","5","5","5","5","5","4","4","2","2","4","4","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"South",2,3
"93101","R_fnI9jtCuQAn2cQu",4,"Group or family gatherings or activities (e.g., family outing, bbq)","3","3","4","4","3","4","5","3","4","5","5","5","4","3","1","3","4","3",NA,"Non-binary",1,0,0,0,0,0,0,0,0,1,"South",2,3
"93101","R_3F3vaCpLCHYhRua",5,"Fishing or collecting food","3","2","3","5","3","3","5","5","4","5","5","5","5","5","3","4","5","5","Hispanic or Latino","Male",NA,0,0,0,1,0,0,1,0,0,"South",2,3
"93101","R_3KGqj6lOlEoQSYh",4,"Fishing or collecting food","5","5","5","5","5","5","5","5","5","5","5","5","4","4","5","4","5","4","White","Female",2,1,0,0,0,0,0,0,1,0,"South",2,3
"93101","R_5rC4aASgJDKbJMF",5,"Snorkeling/Scuba Diving","2","4","4","4","5","4","4","2","5","5","5","5","5","5","5","5","5","5","White","Female",NA,1,0,0,0,0,0,0,1,0,"South",2,3
"93101","R_7MK6P25xtc1gyU9",3,"Group or family gatherings or activities (e.g., family outing, bbq)","4","3","5","5","4","4","5","5","3","4","5","4","4","4","4","4","4","5","Hispanic or Latino,Choose not to answer","Male",1,0,0,0,1,0,0,1,0,0,"South",2,3
"93101","R_51rEarguACTxPtn",5,"Fishing or collecting food","5","3","5","5","5","5","5","5","5","5","5","3","2","5","3","5","2","2","Other,Choose not to answer","Male",1,0,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_bKWyLO7kiboqLYB",5,"Fishing or collecting food","5",NA,NA,NA,NA,"5","5","4","5","5","5","5","5","4","4","4","4","3",NA,"Male",2,0,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_6myOq2TwIf4itym",5,"Snorkeling/Scuba Diving","2","2","5","5","3","5","5","2","5","4","5","5","2","3","2","4","5","5","White","Male",5,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_3Q0S2BQq3XKNmim",3,"Driving or sitting in your car to enjoy the views/sunsets","4","1","3","4","3","3","5","5","5","4","4","4","5","4","3","4","3","5","Other","Male",1,0,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_5MPOt1g7kn5ouhn",4,"Surfing","4","4","5","5","5","5","5","5","5","5","5","5","4","5","4","4","4","3","White","Male",1,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_1qDFYkAhTEG7c77",5,"Fishing or collecting food","5","1","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","White","Male",3,1,0,0,0,0,0,1,0,0,"South",2,3
"93101","R_7PthVybBxeACLPy",3,"Swimming or bodysurfing","3","4","4","5","5","5","5","5","5","5","5","5","4","4","2","2","4","4","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",2,3
"93103","R_7Qtw2wYva70Zeuo",5,"Fishing or collecting food","5","5","4","3","4","5","5","4","5","5","3","4","3","5","5","2","4","4","Other","Male",1,0,0,0,0,0,0,1,0,0,"South",1,4
"93103","R_1WxIOsPrOrMKFjz",4,"Beach games or sports (e.g., frisbee, volleyball, yoga)","2","1","4","4","4","5","5","4","5","5","4","5","4","4","4","4","4","3","White","Female",4,1,0,0,0,0,0,0,1,0,"South",1,4
"93103","R_6nDFFYztlGGmwXD",5,"Fishing or collecting food","5","5","4","4","4","5","5","4","5","5","4","4","2","5","4","4","4","2",NA,NA,2,0,0,0,0,0,0,0,0,0,"South",1,4
"93103","R_6PnE2P7UUtCoFkl",5,"Fishing or collecting food","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","White","Male",5,1,0,0,0,0,0,1,0,0,"South",1,4
"93103","R_1qlILw5eL8rJD7E",5,"Driving or sitting in your car to enjoy the views/sunsets","2","3","3","4","2","2","5","5","5","4","3","4","4","1","2","4","4","4","Hispanic or Latino","Male",NA,0,0,0,1,0,0,1,0,0,"South",1,4
"93103","R_1eKIcXbr0CROFR8",5,"Fishing or collecting food","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Native Hawaiian or Pacific Islander","Female",2,0,0,1,0,0,0,0,1,0,"South",1,4
"93103","R_5o9NUnJxTBxQchP",4,"Surfing","5","2","4","4","5","5","5","4","4","4","5","2","3","5","1","3","5","5","White","Male",1,1,0,0,0,0,0,1,0,0,"South",1,4
"93103","R_39GVyswDOn04Wjf",4,"Snorkeling/Scuba Diving","4","2","4","4","4","5","5","5","5","5","4","5","4","4","5","4","4","4","White","Female",4,1,0,0,0,0,0,0,1,0,"South",1,4
"93103","R_31WWbqaa5iItQFh",5,"Swimming or bodysurfing","5","5","5","5","4","5","5","5","5","5","5","5","4","5","5","5","4","3","White","Male",2,1,0,0,0,0,0,1,0,0,"South",1,4
"93103","R_6fJfUeLwEyAOFON",5,"Fishing or collecting food","5","3","5","5","4","5","5","4","5","5","4","4","3","5","3","4","4","3","White","Male",2,1,0,0,0,0,0,1,0,0,"South",1,4
"93103","R_64eZj0G2fyKBIro",5,"Bicycling, roller skating, skateboarding, etc","2","3","3","3","3","3","3","3","2","4","3","3","4","3","2","3","3","3","Hispanic or Latino",NA,2,0,0,0,1,0,0,0,0,0,"South",1,4
"93103","R_87zTG7pSX9bChZY",5,"Group or family gatherings or activities (e.g., family outing, bbq)","5","3","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","3","Asian","Female",2,0,1,0,0,0,0,0,1,0,"South",1,4
"93103","R_dRpiTRX9K6u2RFl",2,"Beach games or sports (e.g., frisbee, volleyball, yoga)","3","3","3","3","3","3","3","3","3","5",NA,"5","1","1",NA,"1","5","5","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",1,4
"93103","R_6N2rTFg7JzTKazB",5,"Observing or photographing nature or wildlife, outdoor education","3","3","3","4","3","3","4","3","4","4",NA,NA,"4",NA,NA,NA,NA,"4","Hispanic or Latino","Male",NA,0,0,0,1,0,0,1,0,0,"South",1,4
"93103","R_3QsTydPODkBMCcv",5,"Driving or sitting in your car to enjoy the views/sunsets","4","1","1","1","4","4","5","4","5","5","4","4","3","3","3","3","2","3","White","Male",2,1,0,0,0,0,0,1,0,0,"South",1,4
"93103","R_1rGWZULQVDurevX",5,"Beach games or sports (e.g., frisbee, volleyball, yoga)","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","4","3","White","Female",5,1,0,0,0,0,0,0,1,0,"South",1,4
"93103","R_5YdYJYPsz54y34Z",3,"Walking or running","3","3","3","3","3","3","4","3","4","4","4","4","4","3","3","4","5","5","Black or African American,Hispanic or Latino","Male",1,0,0,0,1,1,0,1,0,0,"South",1,4
"93103","R_dxOMwqvZjikmALd",5,"Group or family gatherings or activities (e.g., family outing, bbq)","4","2","4","4","3","3","5","4","5","4","4","4","4","3","3","4","3","3","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"South",1,4
"93103","R_7S0JvYlhWdtUwus",5,"Fishing or collecting food","5","5","5","5","2","5","5","1","4","5","4","4","4","5","5","5","5","4","White","Female",1,1,0,0,0,0,0,0,1,0,"South",1,4
"93103","R_5nDl6vcAENjLIfA",5,"Paid work","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","White",NA,NA,1,0,0,0,0,0,0,0,0,"South",1,4
